Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
1/1/2022,61,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,44,21,61,25
1/2/2022,62,PM2.5,Indio,06-065-2002,AQS,6,40,19,62,30
1/3/2022,73,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,40,39,73,36
1/4/2022,84,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,41,47,84,42
1/5/2022,84,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,37,50,84,43
1/6/2022,76,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,37,45,76,48
1/7/2022,94,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,13,48,49,94,38
1/8/2022,90,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,43,58,90,35
1/9/2022,53,PM2.5,Rubidoux,06-065-8001,AQS,9,44,21,53,24
1/10/2022,41,Ozone,Banning Airport,06-065-0012,AQS,3,41,27,24,22
1/11/2022,44,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,44,28,35,38
1/12/2022,54,PM2.5,Indio,06-065-2002,AQS,7,42,43,54,41
1/13/2022,68,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,37,61,68,42
1/14/2022,58,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,14,41,55,58,37
1/15/2022,46,PM2.5,Indio,06-065-2002,AQS,6,42,26,46,35
1/16/2022,55,PM2.5,Indio,06-065-2002,AQS,6,44,29,55,36
1/17/2022,71,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,40,40,71,33
1/18/2022,65,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,33,29,65,26
1/19/2022,86,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,37,40,86,34
1/20/2022,54,PM2.5,Rubidoux,06-065-8001,AQS,7,41,34,54,37
1/21/2022,73,PM10,29 Palms,06-065-0500,AQS,9,41,73,55,35
1/22/2022,55,PM10,Mira Loma (Van Buren),06-065-8005,AQS,2,40,55,34,10
1/23/2022,41,Ozone,Temecula,06-065-0016,AQS,6,41,21,34,35
1/24/2022,59,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,42,41,59,34
1/25/2022,54,PM2.5,Indio,06-065-2002,AQS,10,43,39,54,37
1/26/2022,42,Ozone,Temecula,06-065-0016,AQS,3,42,30,34,38
1/27/2022,45,Ozone,Pechanga,06-065-0009,AQS,5,45,28,34,41
1/28/2022,47,Ozone,Pechanga,06-065-0009,AQS,6,47,33,38,36
1/29/2022,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,43,58,69,38
1/30/2022,72,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,44,49,72,34
1/31/2022,82,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,45,56,82,40
2/1/2022,83,PM2.5,Rubidoux,06-065-8001,AQS,7,40,54,83,35
2/2/2022,300,PM10,29 Palms,06-065-0500,AQS,6,43,300,80,32
2/3/2022,43,Ozone,Banning Airport,06-065-0012,AQS,3,43,38,31,25
2/4/2022,44,PM10,Banning Airport,06-065-0012,AQS,5,43,44,38,39
2/5/2022,45,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,5,45,29,39,33
2/6/2022,45,Ozone,Banning Airport,06-065-0012,AQS,5,45,32,32,30
2/7/2022,57,PM10,Torres Martinez Administration Site,06-065-1999,AQS,7,45,57,36,38
2/8/2022,48,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,44,41,48,41
2/9/2022,44,Ozone,Banning Airport,06-065-0012,AQS,2,44,31,33,37
2/10/2022,52,PM10,Mira Loma (Van Buren),06-065-8005,AQS,3,43,52,43,40
2/11/2022,49,Ozone,Lake Elsinore,06-065-9001,AQS,6,49,35,45,44
2/12/2022,52,PM2.5,Indio,06-065-2002,AQS,7,44,35,52,38
2/13/2022,62,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,48,46,62,43
2/14/2022,67,Ozone,Pechanga,06-065-0009,AQS,9,67,51,65,42
2/15/2022,409,PM10,Torres Martinez Administration Site,06-065-1999,AQS,3,43,409,74,17
2/16/2022,44,PM2.5,Banning Airport,06-065-0012,AQS,3,42,44,44,30
2/17/2022,46,PM10,Torres Martinez Administration Site,06-065-1999,AQS,6,42,46,38,32
2/18/2022,56,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,44,51,56,42
2/19/2022,67,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,46,52,67,40
2/20/2022,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,51,44,69,32
2/21/2022,97,PM10,29 Palms,06-065-0500,AQS,3,45,97,64,8
2/22/2022,107,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,43,107,43,20
2/23/2022,40,Ozone,Indio,06-065-2002,AQS,3,40,11,38,26
2/24/2022,44,PM2.5,Indio,06-065-2002,AQS,3,43,29,44,32
2/25/2022,60,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,44,38,60,36
2/26/2022,46,Ozone,Temecula,06-065-0016,AQS,7,46,24,33,35
2/27/2022,46,Ozone,Lake Elsinore,06-065-9001,AQS,5,46,24,42,28
2/28/2022,46,Ozone,Pechanga,06-065-0009,AQS,3,46,33,32,34
3/1/2022,54,Ozone,Temecula,06-065-0016,AQS,6,54,35,34,45
3/2/2022,80,Ozone,Pechanga,06-065-0009,AQS,9,80,57,58,47
3/3/2022,71,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,9,71,53,64,43
3/4/2022,45,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,43,45,36,19
3/5/2022,76,PM10,Torres Martinez Administration Site,06-065-1999,AQS,3,45,76,42,18
3/6/2022,54,PM2.5,Rubidoux,06-065-8001,AQS,5,42,24,54,25
3/7/2022,50,PM2.5,Rubidoux,06-065-8001,AQS,7,45,34,50,31
3/8/2022,48,Ozone,Pechanga,06-065-0009,AQS,3,48,22,29,34
3/9/2022,54,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,7,54,37,53,38
3/10/2022,186,PM10,29 Palms,06-065-0500,AQS,2,50,186,84,20
3/11/2022,49,Ozone,Lake Elsinore,06-065-9001,AQS,5,49,42,36,39
3/12/2022,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,51,44,52,38
3/13/2022,67,Ozone,Indio,06-065-2002,AQS,9,67,48,65,37
3/14/2022,71,Ozone,Lake Elsinore,06-065-9001,AQS,7,71,53,63,43
3/15/2022,90,Ozone,Banning Airport,06-065-0012,AQS,9,90,56,66,45
3/16/2022,62,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,58,52,62,34
3/17/2022,54,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,5,54,43,49,32
3/18/2022,74,Ozone,Lake Elsinore,06-065-9001,AQS,7,74,56,62,41
3/19/2022,77,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,7,77,72,60,35
3/20/2022,74,PM10,29 Palms,06-065-0500,AQS,3,46,74,55,21
3/21/2022,55,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,49,42,55,32
3/22/2022,54,Ozone,Pechanga,06-065-0009,AQS,5,54,38,42,37
3/23/2022,61,Ozone,Lake Elsinore,06-065-9001,AQS,7,61,37,48,39
3/24/2022,90,Ozone,Lake Elsinore,06-065-9001,AQS,7,90,49,58,43
3/25/2022,97,Ozone,Pechanga,06-065-0009,AQS,8,97,56,59,43
3/26/2022,84,Ozone,Palm Springs,06-065-5001,AQS,8,84,49,67,36
3/27/2022,59,PM2.5,Indio,06-065-2002,AQS,2,51,39,59,23
3/28/2022,106,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,42,106,49,14
3/29/2022,62,PM2.5,Indio,06-065-2002,AQS,2,47,44,62,17
3/30/2022,61,PM2.5,Morongo Air Monitoring Station,06-065-1016,AQS,5,47,34,61,25
3/31/2022,61,PM2.5,Banning Airport,06-065-0012,AQS,2,61,28,61,9
4/1/2022,77,PM2.5,Morongo Air Monitoring Station,06-065-1016,AQS,2,64,33,77,24
4/2/2022,91,PM2.5,Morongo Air Monitoring Station,06-065-1016,AQS,3,71,40,91,22
4/3/2022,80,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,3,80,37,72,8
4/4/2022,93,Ozone,Palm Springs,06-065-5001,AQS,5,93,43,72,38
4/5/2022,129,Ozone,Banning Airport,06-065-0012,AQS,8,129,52,74,36
4/6/2022,87,Ozone,Pechanga,06-065-0009,AQS,8,87,51,62,42
4/7/2022,50,Ozone,Temecula,06-065-0016,AQS,5,50,44,44,39
4/8/2022,77,Ozone,Lake Elsinore,06-065-9001,AQS,6,77,42,46,42
4/9/2022,87,Ozone,Banning Airport,06-065-0012,AQS,7,87,60,66,42
4/10/2022,157,PM10,29 Palms,06-065-0500,AQS,2,67,157,90,6
4/11/2022,660,PM10,29 Palms,06-065-0500,AQS,2,49,660,157,9
4/12/2022,54,PM10,29 Palms,06-065-0500,AQS,2,50,54,49,25
4/13/2022,71,Ozone,Pechanga,06-065-0009,AQS,5,71,45,52,37
4/14/2022,97,Ozone,Indio,06-065-2002,AQS,6,97,52,58,36
4/15/2022,77,Ozone,Indio,06-065-2002,AQS,6,77,51,58,34
4/16/2022,110,PM10,29 Palms,06-065-0500,AQS,3,45,110,67,17
4/17/2022,77,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,77,63,58,19
4/18/2022,112,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,6,112,51,61,30
4/19/2022,138,PM10,Torres Martinez Administration Site,06-065-1999,AQS,5,51,138,55,31
4/20/2022,129,PM10,29 Palms,06-065-0500,AQS,2,50,129,70,8
4/21/2022,77,PM10,Torres Martinez Administration Site,06-065-1999,AQS,3,51,77,46,21
4/22/2022,139,PM10,Torres Martinez Administration Site,06-065-1999,AQS,3,51,139,47,20
4/23/2022,64,Ozone,Pechanga,06-065-0009,AQS,5,64,26,44,23
4/24/2022,61,Ozone,Pechanga,06-065-0009,AQS,6,61,26,38,30
4/25/2022,84,Ozone,Mira Loma (Van Buren),06-065-8005,AQS,7,84,43,52,42
4/26/2022,112,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,8,112,51,61,51
4/27/2022,67,PM2.5,Banning Airport,06-065-0012,AQS,3,67,61,67,23
4/28/2022,202,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,97,202,94,8
4/29/2022,112,Ozone,Lake Elsinore,06-065-9001,AQS,3,112,57,71,28
4/30/2022,150,Ozone,Banning Airport,06-065-0012,AQS,7,150,59,77,39
5/1/2022,100,Ozone,Banning Airport,06-065-0012,AQS,5,100,62,66,19
5/2/2022,93,Ozone,Palm Springs,06-065-5001,AQS,2,93,55,71,9
5/3/2022,101,Ozone,Banning Airport,06-065-0012,AQS,2,101,57,65,11
5/4/2022,93,Ozone,Mira Loma (Van Buren),06-065-8005,AQS,5,93,55,68,39
5/5/2022,115,Ozone,Palm Springs,06-065-5001,AQS,5,115,56,73,30
5/6/2022,108,Ozone,Palm Springs,06-065-5001,AQS,7,108,73,65,42
5/7/2022,123,PM10,29 Palms,06-065-0500,AQS,3,87,123,70,19
5/8/2022,792,PM10,29 Palms,06-065-0500,AQS,2,49,792,156,4
5/9/2022,78,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,58,78,55,10
5/10/2022,63,PM10,Torres Martinez Administration Site,06-065-1999,AQS,5,51,63,56,29
5/11/2022,64,Ozone,29 Palms,06-065-0500,AQS,3,64,44,57,24
5/12/2022,90,Ozone,Temecula,06-065-0016,AQS,5,90,47,48,42
5/13/2022,122,Ozone,Lake Elsinore,06-065-9001,AQS,6,122,60,58,42
5/14/2022,150,Ozone,Mira Loma (Van Buren),06-065-8005,AQS,8,150,56,61,45
5/15/2022,129,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,9,129,66,62,36
5/16/2022,105,Ozone,29 Palms,06-065-0500,AQS,3,105,80,66,23
5/17/2022,105,Ozone,29 Palms,06-065-0500,AQS,2,105,63,66,9
5/18/2022,161,Ozone,Banning Airport,06-065-0012,AQS,3,161,52,69,31
5/19/2022,126,Ozone,Palm Springs,06-065-5001,AQS,2,126,74,71,29
5/20/2022,187,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,71,187,70,7
5/21/2022,67,Ozone,Palm Springs,06-065-5001,AQS,2,67,50,54,5
5/22/2022,101,Ozone,Palm Springs,06-065-5001,AQS,2,101,42,61,6
5/23/2022,140,Ozone,Palm Springs,06-065-5001,AQS,2,140,54,68,17
5/24/2022,151,Ozone,Rubidoux,06-065-8001,AQS,3,151,57,69,39
5/25/2022,151,Ozone,Banning Airport,06-065-0012,AQS,3,151,56,67,22
5/26/2022,105,Ozone,Palm Springs,06-065-5001,AQS,3,105,59,63,24
5/27/2022,71,Ozone,29 Palms,06-065-0500,AQS,2,71,60,58,21
5/28/2022,1683,PM10,29 Palms,06-065-0500,AQS,2,61,1683,189,9
5/29/2022,1548,PM10,29 Palms,06-065-0500,AQS,2,61,1548,184,6
5/30/2022,74,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,74,70,57,7
5/31/2022,108,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,108,52,63,20
6/1/2022,115,Ozone,Rubidoux,06-065-8001,AQS,5,115,58,71,42
6/2/2022,143,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,143,63,66,22
6/3/2022,108,Ozone,29 Palms,06-065-0500,AQS,2,108,59,67,22
6/4/2022,101,PM10,29 Palms,06-065-0500,AQS,2,67,101,67,18
6/5/2022,72,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,64,72,64,6
6/6/2022,90,Ozone,29 Palms,06-065-0500,AQS,2,90,81,55,18
6/7/2022,126,Ozone,Palm Springs,06-065-5001,AQS,3,126,84,56,17
6/8/2022,172,Ozone,Banning Airport,06-065-0012,AQS,3,172,107,63,24
6/9/2022,172,Ozone,Rubidoux,06-065-8001,AQS,5,172,98,67,42
6/10/2022,190,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,5,190,54,64,37
6/11/2022,174,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,174,54,62,24
6/12/2022,86,PM10,Torres Martinez Administration Site,06-065-1999,AQS,3,80,86,61,13
6/13/2022,147,PM10,29 Palms,06-065-0500,AQS,2,80,147,72,9
6/14/2022,140,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,140,69,63,11
6/15/2022,150,Ozone,Rubidoux,06-065-8001,AQS,3,150,85,67,21
6/16/2022,169,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,169,70,69,16
6/17/2022,90,Ozone,Palm Springs,06-065-5001,AQS,2,90,87,61,21
6/18/2022,70,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,61,70,52,8
6/19/2022,101,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,101,42,55,19
6/20/2022,136,Ozone,Rubidoux,06-065-8001,AQS,5,136,54,55,42
6/21/2022,140,Ozone,Rubidoux,06-065-8001,AQS,6,140,75,64,48
6/22/2022,84,Ozone,Lake Elsinore,06-065-9001,AQS,3,84,62,65,40
6/23/2022,105,Ozone,Rubidoux,06-065-8001,AQS,5,105,39,56,36
6/24/2022,122,Ozone,Rubidoux,06-065-8001,AQS,6,122,48,53,43
6/25/2022,112,Ozone,Rubidoux,06-065-8001,AQS,7,112,46,59,34
6/26/2022,166,Ozone,Rubidoux,06-065-8001,AQS,9,166,63,69,19
6/27/2022,154,Ozone,Mira Loma (Van Buren),06-065-8005,AQS,6,154,141,93,42
6/28/2022,161,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,6,161,53,59,40
6/29/2022,122,Ozone,Mira Loma (Van Buren),06-065-8005,AQS,3,122,69,56,21
6/30/2022,108,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,108,62,58,23
7/1/2022,93,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,93,57,59,19
7/2/2022,55,PM2.5,Rubidoux,06-065-8001,AQS,2,49,53,55,14
7/3/2022,63,PM10,29 Palms,06-065-0500,AQS,2,47,63,55,11
7/4/2022,64,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,2,50,53,64,10
7/5/2022,114,PM2.5,Rubidoux,06-065-8001,AQS,2,84,58,114,8
7/6/2022,67,Ozone,Palm Springs,06-065-5001,AQS,2,67,44,55,23
7/7/2022,77,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,77,59,51,25
7/8/2022,87,Ozone,Palm Springs,06-065-5001,AQS,2,87,51,52,21
7/9/2022,122,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,122,46,54,16
7/10/2022,140,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,5,140,45,58,21
7/11/2022,166,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,166,61,59,22
7/12/2022,156,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,156,59,61,32
7/13/2022,182,Ozone,Banning Airport,06-065-0012,AQS,2,182,64,56,25
7/14/2022,108,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,108,46,61,38
7/15/2022,159,Ozone,Lake Elsinore,06-065-9001,AQS,3,159,57,60,30
7/16/2022,174,Ozone,Rubidoux,06-065-8001,AQS,3,174,52,63,27
7/17/2022,115,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,115,47,59,19
7/18/2022,136,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,136,50,54,22
7/19/2022,133,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,133,65,55,29
7/20/2022,112,Ozone,Lake Elsinore,06-065-9001,AQS,3,112,63,52,26
7/21/2022,140,Ozone,Palm Springs,06-065-5001,AQS,5,140,84,58,35
7/22/2022,174,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,174,58,62,27
7/23/2022,108,Ozone,Rubidoux,06-065-8001,AQS,2,108,55,66,16
7/24/2022,100,Ozone,Rubidoux,06-065-8001,AQS,2,100,69,72,11
7/25/2022,119,Ozone,Rubidoux,06-065-8001,AQS,2,119,44,68,19
7/26/2022,151,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,151,54,62,13
7/27/2022,150,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,150,61,60,25
7/28/2022,147,Ozone,Palm Springs,06-065-5001,AQS,3,147,55,54,24
7/29/2022,105,Ozone,Rubidoux,06-065-8001,AQS,2,105,63,56,19
7/30/2022,115,Ozone,Rubidoux,06-065-8001,AQS,3,115,43,56,15
7/31/2022,97,Ozone,Rubidoux,06-065-8001,AQS,2,97,31,53,12
8/1/2022,90,Ozone,Rubidoux,06-065-8001,AQS,3,90,45,54,23
8/2/2022,100,Ozone,Banning Airport,06-065-0012,AQS,2,100,71,55,19
8/3/2022,119,Ozone,Palm Springs,06-065-5001,AQS,2,119,54,55,17
8/4/2022,130,PM10,Torres Martinez Administration Site,06-065-1999,AQS,2,64,130,61,18
8/5/2022,77,Ozone,Rubidoux,06-065-8001,AQS,2,77,56,59,15
8/6/2022,115,Ozone,Banning Airport,06-065-0012,AQS,2,115,42,53,16
8/7/2022,132,PM10,29 Palms,06-065-0500,AQS,6,90,132,75,25
8/8/2022,114,PM10,29 Palms,06-065-0500,AQS,5,101,114,73,28
8/9/2022,175,PM10,29 Palms,06-065-0500,AQS,3,90,175,108,28
8/10/2022,64,Ozone,Palm Springs,06-065-5001,AQS,3,64,47,54,25
8/11/2022,93,Ozone,Rubidoux,06-065-8001,AQS,6,93,65,58,29
8/12/2022,140,Ozone,Rubidoux,06-065-8001,AQS,5,140,92,63,30
8/13/2022,101,Ozone,Rubidoux,06-065-8001,AQS,5,101,53,61,31
8/14/2022,97,Ozone,Rubidoux,06-065-8001,AQS,3,97,52,63,16
8/15/2022,119,Ozone,Rubidoux,06-065-8001,AQS,5,119,100,70,27
8/16/2022,161,Ozone,Rubidoux,06-065-8001,AQS,3,161,66,64,23
8/17/2022,143,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,143,59,59,25
8/18/2022,154,Ozone,Palm Springs,06-065-5001,AQS,3,154,66,56,28
8/19/2022,151,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,151,95,62,42
8/20/2022,119,Ozone,Banning Airport,06-065-0012,AQS,2,119,81,61,12
8/21/2022,101,Ozone,Banning Airport,06-065-0012,AQS,2,101,34,62,11
8/22/2022,150,Ozone,Banning Airport,06-065-0012,AQS,2,150,135,83,13
8/23/2022,156,Ozone,Rubidoux,06-065-8001,AQS,3,156,53,61,24
8/24/2022,100,PM10,29 Palms,06-065-0500,AQS,3,97,100,67,21
8/25/2022,90,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,90,51,55,22
8/26/2022,119,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,119,66,58,21
8/27/2022,90,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,90,63,53,16
8/28/2022,58,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,58,30,55,20
8/29/2022,133,Ozone,Banning Airport,06-065-0012,AQS,2,133,45,58,25
8/30/2022,151,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,5,151,58,60,32
8/31/2022,161,Ozone,Rubidoux,06-065-8001,AQS,8,161,64,59,43
9/1/2022,164,Ozone,Rubidoux,06-065-8001,AQS,9,164,70,68,52
9/2/2022,143,Ozone,Lake Elsinore,06-065-9001,AQS,5,143,61,66,28
9/3/2022,101,Ozone,Rubidoux,06-065-8001,AQS,6,101,57,62,33
9/4/2022,87,Ozone,Rubidoux,06-065-8001,AQS,6,87,51,58,28
9/5/2022,143,Ozone,Rubidoux,06-065-8001,AQS,5,143,49,60,28
9/6/2022,140,Ozone,Rubidoux,06-065-8001,AQS,5,140,57,64,37
9/7/2022,156,Ozone,Rubidoux,06-065-8001,AQS,6,156,62,72,35
9/8/2022,126,Ozone,Lake Elsinore,06-065-9001,AQS,6,126,56,70,39
9/9/2022,56,PM10,29 Palms,06-065-0500,AQS,5,28,56,46,34
9/10/2022,55,PM2.5,Rubidoux,06-065-8001,AQS,3,33,19,55,17
9/11/2022,46,PM2.5,Temecula,06-065-0016,AQS,2,44,19,46,15
9/12/2022,49,PM2.5,Banning Airport,06-065-0012,AQS,2,45,18,49,14
9/13/2022,67,Ozone,29 Palms,06-065-0500,AQS,2,67,22,47,14
9/14/2022,77,Ozone,29 Palms,06-065-0500,AQS,2,77,31,56,14
9/15/2022,58,Ozone,29 Palms,06-065-0500,AQS,3,58,31,56,13
9/16/2022,87,Ozone,Palm Springs,06-065-5001,AQS,3,87,37,58,19
9/17/2022,100,Ozone,29 Palms,06-065-0500,AQS,3,100,42,62,19
9/18/2022,58,Ozone,29 Palms,06-065-0500,AQS,3,58,29,54,8
9/19/2022,61,Ozone,Palm Springs,06-065-5001,AQS,3,61,30,46,21
9/20/2022,48,Ozone,Palm Springs,06-065-5001,AQS,3,48,32,41,22
9/21/2022,51,Ozone,Banning Airport,06-065-0012,AQS,3,51,33,36,20
9/22/2022,97,Ozone,Rubidoux,06-065-8001,AQS,7,97,60,53,32
9/23/2022,61,PM10,Mira Loma (Van Buren),06-065-8005,AQS,8,58,61,57,49
9/24/2022,105,Ozone,Rubidoux,06-065-8001,AQS,6,105,52,57,28
9/25/2022,93,Ozone,Rubidoux,06-065-8001,AQS,8,93,51,57,31
9/26/2022,129,Ozone,Rubidoux,06-065-8001,AQS,6,129,64,61,37
9/27/2022,115,Ozone,Rubidoux,06-065-8001,AQS,8,115,63,63,47
9/28/2022,166,Ozone,Rubidoux,06-065-8001,AQS,10,166,61,66,51
9/29/2022,112,Ozone,Rubidoux,06-065-8001,AQS,6,112,59,70,43
9/30/2022,68,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,67,46,68,21
10/1/2022,67,Ozone,Palm Springs,06-065-5001,AQS,2,67,36,55,18
10/2/2022,87,Ozone,Rubidoux,06-065-8001,AQS,2,87,34,63,13
10/3/2022,112,Ozone,Lake Elsinore,06-065-9001,AQS,3,112,51,63,26
10/4/2022,115,Ozone,Rubidoux,06-065-8001,AQS,6,115,56,66,35
10/5/2022,133,Ozone,Rubidoux,06-065-8001,AQS,5,133,58,67,30
10/6/2022,406,PM10,29 Palms,06-065-0500,AQS,3,112,406,121,27
10/7/2022,309,PM10,Palm Springs,06-065-5001,AQS,6,119,309,114,30
10/8/2022,136,Ozone,Rubidoux,06-065-8001,AQS,5,136,61,74,21
10/9/2022,101,Ozone,Rubidoux,06-065-8001,AQS,5,101,53,64,23
10/10/2022,87,Ozone,Rubidoux,06-065-8001,AQS,3,87,51,63,25
10/11/2022,73,PM2.5,Rubidoux,06-065-8001,AQS,3,61,44,73,18
10/12/2022,74,Ozone,Lake Elsinore,06-065-9001,AQS,8,74,44,70,22
10/13/2022,91,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,3,84,50,91,22
10/14/2022,90,PM2.5,Rubidoux,06-065-8001,AQS,5,61,57,90,14
10/15/2022,57,PM10,29 Palms,06-065-0500,AQS,5,38,57,54,8
10/16/2022,62,PM2.5,Banning Airport,06-065-0012,AQS,6,46,20,62,25
10/17/2022,68,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,58,34,68,33
10/18/2022,60,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,46,35,60,44
10/19/2022,51,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,45,35,51,42
10/20/2022,51,Ozone,Pechanga,06-065-0009,AQS,7,51,37,47,37
10/21/2022,93,Ozone,Palm Springs,06-065-5001,AQS,8,93,42,57,38
10/22/2022,93,PM10,29 Palms,06-065-0500,AQS,2,49,93,67,9
10/23/2022,46,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,2,44,29,46,20
10/24/2022,48,PM10,Mira Loma (Van Buren),06-065-8005,AQS,3,43,48,32,34
10/25/2022,51,PM2.5,Banning Airport,06-065-0012,AQS,7,49,51,51,39
10/26/2022,58,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,58,48,58,37
10/27/2022,60,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,58,53,60,39
10/28/2022,58,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,49,53,58,36
10/29/2022,70,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,61,55,70,36
10/30/2022,66,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,64,44,66,39
10/31/2022,67,Ozone,Pechanga,06-065-0009,AQS,9,67,58,59,41
11/1/2022,64,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,64,55,64,34
11/2/2022,48,PM2.5,Banning Airport,06-065-0012,AQS,3,41,31,48,25
11/3/2022,44,PM2.5,Banning Airport,06-065-0012,AQS,3,40,28,44,25
11/4/2022,53,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,41,40,53,32
11/5/2022,67,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,44,51,67,30
11/6/2022,67,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,48,38,67,26
11/7/2022,47,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,3,39,44,47,16
11/8/2022,73,PM10,29 Palms,06-065-0500,AQS,3,37,73,40,23
11/9/2022,49,PM2.5,Banning Airport,06-065-0012,AQS,5,39,42,49,21
11/10/2022,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,38,27,52,32
